gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
NUDT10	112254	NaN	3	49266	14238	0	0	0	0	48	0	2198868	1	1
NUDT11	118616	NaN	31	48762	14238	0	0	0	0	50	0	2578086	1	1
NUDT12	201826	521	0	140658	37380	0	0	0	0	50	0	2305674	1	1
NUDT13	539834	354	40	108108	29358	0	0	0	0	50	0	2215500	1	1
NUDT14	872033	260	25	65478	21084	0	0	0	0	50	0	2407944	1	1
NUDT15	324467	567	34	49854	13524	0	0	0	0	50	1	2535624	1	1
NUDT16	274681	843	20	92190	30912	0	0	0	0	50	0	3010056	1	1
NUDT16L1	717235	194	35	61110	20286	0	0	0	0	50	0	2711436	1	1
NUDT17	NaN	NaN	NaN	97020	31626	0	0	0	0	50	1	4708914	1	1
NUDT18	584373	219	34	92862	30870	0	0	0	0	50	0	2516472	1	1
NUDT19	420201	410	-36	108108	35028	0	0	0	0	50	0	2282532	1	1
NUDT2	478815	302	38	45024	11928	0	0	0	0	50	0	2048970	1	1
NUDT21	504003	442	5	70434	18774	0	0	0	0	50	0	2482998	1	1
NUDT22	1602391	278	57	87906	29778	0	0	0	0	50	0	2461494	1	1
NUDT3	983693	233	31	53424	13986	0	0	0	0	50	0	2245992	1	1
NUDT4	416655	419	18	55650	15162	0	0	0	0	50	0	2288202	1	1
NUDT5	328303	227	34	70056	17640	0	0	0	0	50	0	2114532	1	1
NUDT6	126682	414	19	94374	27720	0	0	0	0	50	0	2490768	1	1
NUDT7	79181	1194	-24	71652	20454	0	0	0	0	50	2	2518404	1	1
NUDT8	1374022	393	53	39732	14826	0	0	0	0	50	1	2578800	1	1
NUDT9	530607	537	23	108108	28098	0	0	0	0	50	0	2082444	1	1
NUF2	130027	852	-9	148428	33894	0	0	0	0	50	0	3316824	1	1
NUFIP1	685617	360	32	153678	38598	0	0	0	0	50	0	2920428	1	1
NUFIP2	1348501	128	32	207984	56868	0	0	0	0	50	0	2782374	1	1
NUMA1	747702	311	59	628656	183792	0	0	0	0	1	0	200592	1	1
NUMB	567659	180	41	194418	57078	0	0	0	0	50	1	2436462	1	1
NUMBL	918439	226	34	177534	57582	0	0	0	0	50	0	2355948	1	1
NUP107	486884	294	31	290514	73122	0	0	0	0	50	0	2123226	1	1
NUP133	249616	277	25	354018	96180	0	0	0	0	50	0	2521260	1	1
NUP153	474858	267	12	437724	130788	0	0	0	0	50	1	2828952	1	1
NUP155	339666	151	25	429408	114408	0	0	0	0	50	0	3178896	1	1
NUP160	931839	158	14	441798	119280	0	0	0	0	50	0	2703960	1	1
NUP188	1517799	203	29	531258	152166	0	0	0	0	50	0	2250864	1	1
NUP205	521421	326	14	614292	168042	0	0	0	0	50	0	2429028	1	1
NUP210	359039	285	48	561162	172410	0	0	0	0	50	0	2547468	1	1
NUP210L	2028800	184	37	571704	162246	0	0	0	0	50	0	2282700	1	1
NUP214	759063	213	46	612780	195258	0	0	0	0	50	0	2472708	1	1
NUP35	349831	524	11	99750	28014	0	0	0	0	50	1	2234400	1	1
NUP37	232146	467	9	101766	26124	0	0	0	0	50	0	2519034	1	1
NUP43	425807	234	39	116550	31248	0	0	0	0	50	0	2070096	1	1
NUP50	395347	362	-13	141792	39018	0	0	0	0	50	1	2358804	1	1
NUP54	525212	403	38	155106	42462	0	0	0	0	50	2	2458008	1	1
NUP62	1679101	205	45	147378	50820	0	0	0	0	50	0	2452212	1	1
NUP62CL	227679	NaN	32	58086	15372	0	0	0	0	50	0	2440158	1	1
NUP85	1723762	171	31	203280	54390	0	0	0	0	50	0	2307354	1	1
NUP88	1179795	474	24	227472	61320	0	0	0	0	50	1	2428062	1	1
NUP93	706254	143	26	252042	68502	0	0	0	0	50	0	2455488	1	1
NUP98	449630	310	25	548394	157332	0	0	0	0	50	0	1772442	1	1
NUPL1	331109	381	37	179634	54726	0	0	0	0	50	0	2496102	1	1
NUPL2	509506	218	23	127176	36120	0	0	0	0	50	1	2091054	1	1
NUPR1	1133167	269	63	29904	9282	0	0	0	0	50	0	2466408	1	1
NUS1	190019	639	3	88116	25032	0	0	0	0	50	0	2456622	1	1
NUSAP1	897414	237	24	136080	36036	0	0	0	0	50	0	1828260	1	1
NUTF2	959655	143	49	41370	9030	0	0	0	0	43	0	2148804	1	1
NVL	626336	139	16	263046	72240	0	0	0	0	50	1	2253426	1	1
NWD1	947233	293	35	419202	128898	0	0	0	0	50	0	2975322	1	1
NXF2	NaN	NaN	NaN	399000	96180	0	0	0	0	50	1	4773468	1	1
NXF2B	95507	NaN	6	399000	96180	0	0	0	0	50	3	2306388	1	1
NXF3	456169	NaN	16	170478	40446	0	0	0	0	50	0	2216928	1	1
NXF5	272029	NaN	23	116676	28350	0	0	0	0	50	0	2874186	1	1
NXN	941400	376	15	129318	39270	0	0	0	0	50	0	1950144	1	1
NXNL1	899127	211	26	61656	19614	0	0	0	0	50	0	2136288	1	1
NXNL2	130577	438	1	56112	17724	0	0	0	0	50	0	2245236	1	1
NXPH1	85530	915	-11	81522	21798	0	0	0	0	50	2	3689700	1	1
NXPH2	69057	672	-4	78498	22176	0	0	0	0	50	0	2539866	1	1
NXPH3	1007676	348	26	74130	22008	0	0	0	0	50	0	2211888	1	1
NXPH4	2162032	238	58	87822	29484	0	0	0	0	50	0	2841762	1	1
NXT1	188823	688	-22	42336	11466	0	0	0	0	50	0	3231270	1	1
NXT2	133688	NaN	30	61446	15666	0	0	0	0	50	0	2975532	1	1
NYNRIN	897133	265	40	547680	174174	0	0	0	0	50	0	3046722	1	1
NYX	590228	NaN	54	132804	49896	0	0	0	0	50	1	2235996	1	1
OAF	323731	198	31	80346	24738	0	0	0	0	50	0	2673300	1	1
OAS1	621550	527	22	141708	36960	0	0	0	0	50	0	2321676	1	1
OAS2	605960	433	54	227010	60522	0	0	0	0	50	0	2890608	1	1
OAS3	613755	433	38	323316	95760	0	0	0	0	50	3	3271632	1	1
OASL	1225663	380	40	157038	40404	0	0	0	0	50	0	2106930	1	1
OAT	280862	543	16	133140	37716	0	0	0	0	50	1	2905896	1	1
OAZ1	1603571	240	27	68796	20160	0	0	0	0	50	0	2587536	1	1
OAZ2	847146	269	42	57750	16212	0	0	0	0	50	0	3096282	1	1
OAZ3	1062482	255	29	84378	24360	0	0	0	0	50	0	2645412	1	1
OBFC1	529915	300	29	115164	28854	0	0	0	0	50	0	2207898	1	1
OBFC2A	160466	461	20	63504	16506	0	0	0	0	50	0	2153802	1	1
OBFC2B	2878071	171	46	64470	18690	0	0	0	0	50	0	2884560	1	1
OBP2A	327501	539	37	53802	13986	0	0	0	0	50	0	2226714	1	1
OBP2B	1875784	397	51	54054	13734	0	0	0	0	50	0	2166192	1	1
OBSCN	698626	316	9	2448138	769020	0	0	0	0	9	0	1201284	1	1
OBSL1	548994	487	35	560196	185598	0	0	0	0	50	0	2938950	1	1
OC90	100916	999	6	146958	40278	0	0	0	0	50	0	2787456	1	1
OCA2	154909	1141	-61	252588	76146	0	0	0	0	50	0	1839264	1	1
OCEL1	865138	212	38	78960	23982	0	0	0	0	50	0	2225622	1	1
OCIAD1	257328	372	63	82488	19320	0	0	0	0	50	0	2465190	1	1
OCIAD2	256817	372	61	50442	11424	0	0	0	0	50	0	2472792	1	1
OCLM	277882	399	-14	13650	3360	0	0	0	0	12	0	373254	1	1
OCLN	502559	312	32	159600	42126	0	0	0	0	50	0	2002602	1	1
OCM	2208864	358	32	35196	8148	0	0	0	0	50	0	2468214	1	1
OCM2	451365	522	25	34986	8106	0	0	0	0	17	0	761670	1	1
OCRL	330789	NaN	22	282282	70266	0	0	0	0	50	0	2913036	1	1
ODAM	181352	975	12	87612	23520	0	0	0	0	50	0	2120874	1	1
ODC1	732059	270	47	142380	37296	0	0	0	0	50	0	2634240	1	1
ODF1	525392	236	55	75558	19824	0	0	0	0	50	1	2636718	1	1
ODF2	1916608	160	35	267918	70518	0	0	0	0	50	1	2694300	1	1
ODF2L	218105	874	-18	222180	49602	0	0	0	0	50	0	2554356	1	1
ODF3	1233553	437	17	76398	23016	0	0	0	0	50	0	2182152	1	1
ODF3B	1075525	207	42	74718	24570	0	0	0	0	50	0	2526846	1	1
ODF3L1	569836	231	44	81942	23520	0	0	0	0	50	0	2360484	1	1
ODF3L2	1370962	423	-24	82320	28812	0	0	0	0	50	0	2120286	1	1
ODF4	772200	257	20	77364	21168	0	0	0	0	50	1	2041074	1	1
ODZ1	121229	NaN	-13	822738	226212	0	0	0	0	22	1	1448790	1	1
ODZ2	71443	880	-10	825090	234570	0	0	0	0	38	0	3039834	1	1
ODZ3	144640	636	-20	806400	227556	0	0	0	0	33	0	1838424	1	1
ODZ4	78290	871	0	824628	237552	0	0	0	0	2	0	281022	1	1
OFD1	135235	NaN	48	316260	77742	0	0	0	0	50	0	2352924	1	1
OGDH	1420793	179	56	328440	91266	0	0	0	0	50	0	2072280	1	1
OGDHL	251871	545	15	307608	85512	0	0	0	0	50	1	2917740	1	1
OGFOD1	523951	285	13	170940	40614	0	0	0	0	50	1	2976330	1	1
OGFOD2	1093113	196	47	85092	27426	0	0	0	0	50	0	2724666	1	1
OGFR	1044503	208	48	198408	61152	0	0	0	0	50	0	2381568	1	1
OGFRL1	132568	459	-14	138348	35532	0	0	0	0	50	2	2373210	1	1
OGG1	954590	264	39	176400	46494	0	0	0	0	50	0	3107496	1	1
OGN	537639	574	47	91560	24486	0	0	0	0	50	0	2100336	1	1
OGT	749568	NaN	26	320208	86142	0	0	0	0	50	0	3855684	1	1
OIP5	897414	237	24	68292	20916	0	0	0	0	50	0	1828260	1	1
OIT3	635147	291	38	164136	46284	0	0	0	0	50	0	2269596	1	1
OLA1	389793	418	26	124530	30324	0	0	0	0	50	1	2635038	1	1
OLAH	255576	571	28	98700	25410	0	0	0	0	50	0	2615466	1	1
OLFM1	199862	446	28	143094	37338	0	0	0	0	50	0	2335452	1	1
OLFM2	1143339	469	-13	134652	40110	0	0	0	0	50	0	2081730	1	1
OLFM3	66875	991	-15	139608	36414	0	0	0	0	50	1	2401686	1	1
OLFM4	207557	842	2	152166	43008	0	0	0	0	50	0	2451036	1	1
OLFML1	108110	869	11	119826	33516	0	0	0	0	50	0	2532894	1	1
OLFML2A	1076828	207	26	192738	57624	0	0	0	0	50	0	2318820	1	1
OLFML2B	407279	388	15	221172	66234	0	0	0	0	50	0	2084460	1	1
OLFML3	365516	596	7	118188	36666	0	0	0	0	50	0	2512440	1	1
OLIG1	801943	554	66	73710	29232	0	0	0	0	50	0	2388876	1	1
OLIG2	824830	554	61	90762	32214	0	0	0	0	50	0	2365608	1	1
OLIG3	210173	486	29	78120	25074	0	0	0	0	50	1	2381946	1	1
OLR1	397577	398	18	87276	18816	0	0	0	0	50	0	2526552	1	1
OMA1	301227	564	-3	160692	41790	0	0	0	0	50	0	1808730	1	1
OMD	537639	574	47	129066	31458	0	0	0	0	50	0	2100336	1	1
OMG	473619	396	27	129822	37380	0	0	0	0	50	0	2464140	1	1
OMP	437413	450	40	47460	14406	0	0	0	0	50	0	2479218	1	1
ONECUT1	294072	514	18	135828	40824	0	0	0	0	50	0	2497404	1	1
ONECUT2	300344	480	15	145320	46326	0	0	0	0	50	1	2145108	1	1
ONECUT3	NaN	NaN	NaN	137340	50148	0	0	0	0	50	1	4727436	1	1
OOEP	732413	446	18	44520	13188	0	0	0	0	50	0	2386272	1	1
OPA1	148817	456	12	321048	78120	0	0	0	0	50	1	2664396	1	1
OPA3	1107927	194	44	90384	29190	0	0	0	0	50	1	2167872	1	1
OPALIN	799460	684	38	45612	12474	0	0	0	0	50	0	2486988	1	1
OPCML	9310	1074	-19	110208	31794	0	0	0	0	50	1	2324742	1	1
OPHN1	186481	NaN	-13	251664	63966	0	0	0	0	50	1	2045568	1	1
OPLAH	2720766	211	27	377118	123732	0	0	0	0	50	0	3110562	1	1
OPN1LW	2438903	NaN	17	109578	31164	0	0	0	0	50	0	3592680	1	1
OPN1MW	NaN	NaN	NaN	219324	62160	0	0	0	0	50	1	4739448	1	1
OPN1MW2	2438903	NaN	17	219324	62160	0	0	0	0	50	0	3592680	1	1
OPN1SW	830283	310	35	104496	29694	0	0	0	0	50	0	2708790	1	1
OPN3	172337	341	-13	116970	36876	0	0	0	0	50	1	2512524	1	1
OPN4	352918	192	27	145572	44688	0	0	0	0	50	0	2937816	1	1
OPN5	173532	829	-4	106806	30660	0	0	0	0	50	1	2219616	1	1
OPRD1	765350	208	27	106764	35238	0	0	0	0	50	0	2505636	1	1
OPRL1	1032302	312	51	106050	35700	0	0	0	0	50	1	2459100	1	1
OPRM1	44509	878	0	216930	60018	0	0	0	0	50	0	2576826	1	1
OPTC	529605	314	28	98952	30450	0	0	0	0	50	0	2404500	1	1
OPTN	244367	372	16	180852	44688	0	0	0	0	50	0	2208822	1	1
OR10A2	427462	681	8	87528	27384	0	0	0	0	50	0	2150484	1	1
OR10A3	105341	679	6	91308	27636	0	0	0	0	50	1	2937438	1	1
OR10A4	427462	681	8	91308	28644	0	0	0	0	50	0	2150484	1	1
OR10A5	427462	681	8	92274	27930	0	0	0	0	50	0	2150484	1	1
OR10A6	105341	679	6	91518	27426	0	0	0	0	50	1	2937438	1	1
OR10AD1	511392	352	32	92820	27384	0	0	0	0	50	1	2209662	1	1
OR10AG1	4262	1044	-40	88620	25410	0	0	0	0	50	0	2810430	1	1
OR10C1	404210	854	21	87486	30702	0	0	0	0	50	0	1960350	1	1
OR10G2	658946	624	20	88116	29316	0	0	0	0	50	1	2792286	1	1
OR10G3	707623	533	22	88998	29568	0	0	0	0	50	0	2803500	1	1
OR10G7	158396	830	-10	88704	29232	0	0	0	0	50	1	2813580	1	1
OR10G8	158396	830	-10	88914	29022	0	0	0	0	50	1	2813580	1	1
OR10G9	107524	830	-5	89166	28518	0	0	0	0	50	0	2318946	1	1
OR10H1	808269	590	18	92022	29064	0	0	0	0	50	0	2868474	1	1
OR10H2	878287	605	13	90510	29442	0	0	0	0	50	0	2486988	1	1
OR10H3	878287	605	13	92232	27342	0	0	0	0	50	0	2486988	1	1
OR10H4	843515	575	12	92274	27426	0	0	0	0	50	0	2558052	1	1
OR10H5	808269	590	18	90426	28896	0	0	0	0	50	0	2868474	1	1
OR10J1	347588	699	-5	93198	28644	0	0	0	0	50	0	2090508	1	1
OR10J3	285980	737	-6	95214	29274	0	0	0	0	50	1	2921604	1	1
OR10J5	492825	646	-4	89754	27174	0	0	0	0	50	0	2529744	1	1
OR10K1	177013	929	7	89334	29106	0	0	0	0	50	0	2404374	1	1
OR10K2	135429	902	5	89712	28350	0	0	0	0	50	0	1946994	1	1
OR10P1	1678592	523	-8	87864	30702	0	0	0	0	50	0	2789430	1	1
OR10Q1	637499	828	-25	91770	29694	0	0	0	0	50	0	1962618	1	1
OR10R2	177013	929	7	96810	30072	0	0	0	0	50	0	2404374	1	1
OR10S1	107524	830	-5	95004	30492	0	0	0	0	50	0	2318946	1	1
OR10T2	135429	902	5	90174	28644	0	0	0	0	50	0	1946994	1	1
OR10V1	431271	409	27	89586	27594	0	0	0	0	50	0	2938068	1	1
OR10W1	604763	835	-19	87276	28392	0	0	0	0	50	0	1935318	1	1
OR10X1	179404	940	1	93786	28686	0	0	0	0	50	0	2710932	1	1
OR10Z1	179404	940	1	89964	28602	0	0	0	0	50	0	2710932	1	1
OR11A1	329776	872	7	90090	29610	0	0	0	0	50	0	2589132	1	1
OR11G2	371813	563	-29	99834	30702	0	0	1	0	23	1	942102	1	1
OR11H1	69794	916	-70	95382	27972	0	0	0	0	50	1	2209452	1	1
OR11H12	141957	747	-11	95424	27930	0	0	0	0	50	1	2717946	1	1
OR11H4	371637	528	-29	93786	28938	0	0	0	0	50	1	2384172	1	1
OR11H6	371813	563	-29	95214	29778	0	0	0	0	50	1	2395470	1	1
OR11L1	87551	993	-35	93072	29022	0	0	0	0	50	1	2859696	1	1
OR12D2	329776	872	7	89796	27132	0	0	0	0	50	0	2589132	1	1
OR12D3	329776	872	7	92820	27258	0	0	0	0	50	0	2589132	1	1
OR13A1	126925	808	26	95928	28938	0	0	0	0	50	0	2372790	1	1
OR13C2	147494	920	-31	93660	26796	0	0	0	0	50	1	2361576	1	1
OR13C3	146816	930	-33	101346	30198	0	0	0	0	50	1	2118396	1	1
OR13C4	146816	930	-33	92358	27972	0	0	0	0	50	1	2118396	1	1
OR13C5	147494	920	-31	93114	27216	0	0	0	0	50	1	2361576	1	1
OR13C8	147494	920	-31	92988	28224	0	0	0	0	50	1	2361576	1	1
OR13C9	147494	920	-31	93786	26670	0	0	0	0	50	1	2361576	1	1
OR13D1	161420	821	-14	101136	29904	0	0	0	0	50	2	2802156	1	1
OR13F1	146816	930	-33	92526	28182	0	0	0	0	50	1	2118396	1	1
OR13G1	191710	995	-32	89922	26502	0	0	0	0	50	2	2982210	1	1
OR13H1	81234	NaN	4	89208	27468	0	0	0	0	50	0	3689112	1	1
OR13J1	847663	227	54	88368	29820	0	0	0	0	50	2	2436756	1	1
OR14A16	164924	995	-27	90174	27006	0	0	0	0	50	3	3432282	1	1
OR14C36	104321	936	-39	90342	27720	0	0	0	0	50	0	2151786	1	1
OR14I1	141426	710	-10	89796	28140	0	0	0	0	50	1	3540012	1	1
OR14J1	176114	872	4	92442	29148	0	0	0	0	50	0	2292990	1	1
OR1A1	506514	628	0	89670	27258	0	0	0	0	50	0	2707824	1	1
OR1A2	506514	628	0	90762	26418	0	0	0	0	50	0	2707824	1	1
OR1B1	407749	646	9	90342	30114	0	0	0	0	50	0	2402610	1	1
OR1C1	164924	995	-27	90972	27846	0	0	0	0	50	3	3432282	1	1
OR1D2	457580	465	8	90300	27888	0	0	0	0	50	0	2422728	1	1
OR1E1	365088	515	14	91350	27720	0	0	0	0	50	0	2779896	1	1
OR1E2	365088	515	14	93912	28434	0	0	0	0	50	0	2779896	1	1
OR1F1	1493009	253	42	90258	27930	0	0	0	0	50	1	3166674	1	1
OR1G1	445889	579	-8	91140	27552	0	0	0	0	50	0	1760850	1	1
OR1I1	990597	524	16	102564	31752	0	0	0	0	50	0	2291856	1	1
OR1J1	373314	646	3	93240	28728	0	0	0	0	50	0	2636718	1	1
OR1J2	373314	646	3	90678	27888	0	0	0	0	50	0	2636718	1	1
OR1J4	373314	646	3	89964	28602	0	0	0	0	50	0	2636718	1	1
OR1K1	433740	487	10	89040	30660	0	0	0	0	50	0	2279046	1	1
OR1L1	409923	553	12	90426	26880	0	0	0	0	50	0	1993698	1	1
OR1L3	409923	553	12	94416	28308	0	0	0	0	50	0	1993698	1	1
OR1L4	409923	553	12	90678	27258	0	0	0	0	50	0	1993698	1	1
OR1L6	433740	487	10	90384	27300	0	0	0	0	50	0	2279046	1	1
OR1L8	407749	646	9	89754	27426	0	0	0	0	50	0	2402610	1	1
OR1M1	311030	471	-63	90090	28476	0	0	0	0	50	1	3236688	1	1
OR1N1	373314	646	3	90342	27594	0	0	0	0	50	0	2636718	1	1
OR1N2	407749	646	9	95172	29820	0	0	0	0	50	0	2402610	1	1
OR1Q1	407749	646	9	92022	26796	0	0	0	0	50	0	2402610	1	1
OR1S1	637499	828	-25	94962	28140	0	0	0	0	50	0	1962618	1	1
OR1S2	637499	828	-25	94962	28140	0	0	0	0	50	0	1962618	1	1
OR2A1	NaN	NaN	NaN	88536	28770	0	0	0	0	50	1	4706058	1	1
OR2A12	222080	812	-11	90510	26922	0	0	0	0	50	1	2367540	1	1
OR2A14	221024	812	-11	89670	27762	0	0	0	0	50	1	2367540	1	1
OR2A2	221024	812	-11	92106	28224	0	0	0	0	50	1	2367540	1	1
OR2A25	222080	812	-11	89712	27720	0	0	0	0	50	1	2367540	1	1
OR2A4	129668	852	9	88998	28434	0	0	0	0	50	1	2481654	1	1
OR2A42	199649	767	-2	88536	28770	0	0	0	0	50	1	2922108	1	1
OR2A5	222080	812	-11	89922	27888	0	0	0	0	50	1	2367540	1	1
OR2A7	209930	767	-5	89124	28308	0	0	0	0	50	1	2532978	1	1
OR2AE1	1535089	438	36	94080	28392	0	0	0	0	50	0	2564394	1	1
OR2AG1	427462	681	8	91140	29190	0	0	0	0	50	0	2150484	1	1
OR2AG2	424776	548	8	90342	29484	0	0	0	0	50	2	2334738	1	1
OR2AK2	NaN	NaN	NaN	96726	30156	0	0	0	0	50	1	4707444	1	1
OR2AT4	752176	556	48	91686	29526	0	0	0	0	50	0	2760618	1	1
OR2B11	272980	927	-14	90678	29400	0	0	0	0	50	0	2025954	1	1
OR2B2	228884	634	40	105336	30492	0	0	0	0	50	0	1746570	1	1
OR2B3	155147	738	1	92694	26502	0	0	0	0	50	0	2924544	1	1
OR2C1	1361831	303	29	89796	29022	0	0	0	0	50	0	2541168	1	1
OR2C3	272980	927	-14	92778	29064	0	0	0	0	50	0	2025954	1	1
OR2D2	403341	827	6	87822	28854	0	0	0	0	50	0	2568342	1	1
OR2D3	403341	827	6	96054	28938	0	0	0	0	50	0	2568342	1	1
OR2F1	368507	732	-11	91854	28854	0	0	0	0	50	1	2102268	1	1
OR2F2	368507	732	-11	90762	29316	0	0	0	0	50	1	2102268	1	1
OR2G2	204354	957	-25	91308	28770	0	0	0	0	50	2	3046092	1	1
OR2G3	204354	957	-25	89334	27720	0	0	0	0	50	2	3046092	1	1
OR2G6	112460	903	-20	91350	28476	0	0	0	0	50	0	2606562	1	1
OR2H1	404210	854	21	90300	29526	0	0	0	0	50	0	1960350	1	1
OR2H2	403531	798	18	89334	29484	0	0	0	0	50	0	2041956	1	1
OR2J2	162844	808	12	90384	28056	0	0	0	0	50	0	2213568	1	1
OR2J3	155147	738	1	89670	28140	0	0	0	0	50	0	2924544	1	1
OR2K2	348469	501	19	91518	28182	0	0	0	0	50	0	2908290	1	1
OR2L13	24438	1015	-27	91938	26880	0	0	0	0	50	2	2672670	1	1
OR2L2	20939	1015	-27	91644	27174	0	0	0	0	50	2	2672670	1	1
OR2L3	20939	1015	-27	90846	27468	0	0	0	0	50	2	2672670	1	1
OR2L8	27938	1015	-28	91056	27258	0	0	0	0	50	1	2933028	1	1
OR2M2	19998	935	-32	101766	29526	0	0	0	0	50	1	2225328	1	1
OR2M3	19998	935	-32	90720	27468	0	0	0	0	50	1	2225328	1	1
OR2M4	18846	936	-35	90426	27384	0	0	0	0	50	1	2360736	1	1
OR2M5	19998	935	-32	91014	27174	0	0	0	0	50	1	2225328	1	1
OR2M7	18846	936	-35	91350	26838	0	0	0	0	50	1	2360736	1	1
OR2S2	853975	298	55	92400	29064	0	0	0	0	50	1	2027466	1	1
OR2T1	104321	936	-39	107730	32004	0	0	0	0	50	0	2151786	1	1
OR2T10	116628	850	-20	91770	26418	0	0	0	0	50	0	2304960	1	1
OR2T11	116628	850	-20	91350	28476	0	0	0	0	50	0	2304960	1	1
OR2T12	18846	936	-35	92736	28476	0	0	0	0	50	1	2360736	1	1
OR2T2	112460	903	-20	93366	29484	0	0	0	0	50	0	2606562	1	1
OR2T27	141426	710	-10	92106	27972	0	0	0	0	50	1	3540012	1	1
OR2T29	116628	850	-20	90300	26880	0	0	0	0	50	0	2304960	1	1
OR2T3	112460	903	-20	92736	27846	0	0	0	0	50	0	2606562	1	1
OR2T33	18846	936	-35	92862	28350	0	0	0	0	50	1	2360736	1	1
OR2T34	116628	850	-20	92610	27972	0	0	0	0	50	0	2304960	1	1
OR2T35	141426	710	-10	93072	29400	0	0	0	0	50	1	3540012	1	1
OR2T4	104321	936	-39	102522	29400	0	0	0	0	50	0	2151786	1	1
OR2T5	112460	903	-20	92022	27426	0	0	0	0	50	0	2606562	1	1
OR2T6	104321	936	-39	90762	26040	0	0	0	0	50	0	2151786	1	1
OR2T8	87551	993	-35	90048	28014	0	0	0	0	50	1	2859696	1	1
OR2V2	978482	478	29	92232	27090	0	0	0	0	50	1	2542386	1	1
OR2W1	155147	738	1	94290	27048	0	0	0	0	50	0	2924544	1	1
OR2W3	87551	993	-35	89292	29526	0	0	0	0	50	1	2859696	1	1
OR2W5	272980	927	-14	92316	29274	0	0	0	0	50	0	2025954	1	1
OR2Y1	831824	515	18	89040	28896	0	0	0	0	50	0	2244564	1	1
OR2Z1	536422	487	-47	89544	29400	0	0	0	0	50	1	3649884	1	1
OR3A1	506514	628	0	89838	29610	0	0	0	0	50	0	2707824	1	1
OR3A2	506514	628	0	92442	29778	0	0	0	0	50	0	2707824	1	1
OR3A3	365088	515	14	91686	29904	0	0	0	0	50	0	2779896	1	1
OR4A15	1067	1102	-42	100926	29358	0	0	0	0	50	0	2350824	1	1
OR4A16	1067	1102	-42	96138	27972	0	0	0	0	50	0	2350824	1	1
OR4A47	99957	835	-45	90636	26292	0	0	0	0	50	1	2696064	1	1
OR4A5	68	1280	-38	92736	27216	0	0	0	0	50	0	3209976	1	1
OR4B1	400891	509	-27	90342	26712	0	0	0	0	50	1	2314998	1	1
OR4C11	1141	1100	-37	91770	25536	0	0	0	0	50	1	2324448	1	1
OR4C12	11630	1171	-38	90846	26838	0	0	0	0	50	1	2483124	1	1
OR4C13	11675	1171	-40	91308	26376	0	0	0	0	50	1	2480100	1	1
OR4C16	1141	1100	-37	91518	25788	0	0	0	0	50	1	2324448	1	1
OR4C3	278638	642	-40	95130	29358	0	0	0	0	50	0	2578590	1	1
OR4C45	NaN	NaN	NaN	90678	25368	0	0	0	0	50	1	4702656	1	1
OR4C46	68	1239	-43	90930	25998	0	0	0	0	50	0	3021732	1	1
OR4C6	1295	1091	-20	90300	26628	0	0	0	0	50	4	2260776	1	1
OR4D1	851306	401	14	89502	27804	0	0	0	0	50	0	2137800	1	1
OR4D10	430021	507	-1	89418	28518	0	0	0	0	50	0	2505972	1	1
OR4D11	430021	507	-1	89334	28602	0	0	0	0	50	0	2505972	1	1
OR4D2	851306	401	14	88116	28182	0	0	0	0	50	0	2137800	1	1
OR4D5	107524	830	-5	91392	29190	0	0	0	0	50	0	2318946	1	1
OR4D6	430021	507	-1	90930	28014	0	0	0	0	50	0	2505972	1	1
OR4D9	430021	507	-1	90510	28308	0	0	0	0	50	0	2505972	1	1
OR4F15	215780	643	-16	91350	26712	0	0	0	0	50	1	2636970	1	1
OR4F16	NaN	NaN	NaN	198492	60816	0	0	0	0	50	1	4738104	1	1
OR4F17	250228	708	5	89124	26544	0	0	0	0	50	0	2552676	1	1
OR4F21	89938	794	10	90468	27594	0	0	0	0	50	1	2688672	1	1
OR4F29	NaN	NaN	NaN	198492	60816	0	0	0	0	50	1	4738104	1	1
OR4F3	NaN	NaN	NaN	198492	60816	0	0	0	0	50	1	4738104	1	1
OR4F4	185501	643	-9	89166	26502	0	0	0	0	50	2	3209976	1	1
OR4F5	369933	594	NaN	89208	26460	0	0	0	0	50	0	2872128	1	1
OR4F6	215780	643	-16	91056	27006	0	0	0	0	50	1	2636970	1	1
OR4K1	420010	827	-51	92400	26040	0	0	0	0	50	0	1967154	1	1
OR4K13	383274	768	-37	88326	26712	0	0	0	0	50	0	2209284	1	1
OR4K14	420010	827	-51	90510	26922	0	0	0	0	50	0	1967154	1	1
OR4K15	420010	827	-51	100002	31668	0	0	0	0	50	0	1967154	1	1
OR4K17	383274	768	-37	100338	29694	0	0	0	0	50	0	2209284	1	1
OR4K2	431654	854	-49	92316	26754	0	0	0	0	50	0	2136330	1	1
OR4K5	431654	854	-49	93618	28602	0	0	0	0	50	0	2136330	1	1
OR4L1	383274	768	-37	91602	26712	0	0	0	0	50	0	2209284	1	1
OR4M1	275024	858	-57	90972	27594	0	0	0	0	50	0	2150106	1	1
OR4M2	156689	855	-31	91896	27300	0	0	0	0	50	0	2449650	1	1
OR4N2	275024	858	-57	88998	27300	0	0	0	0	50	0	2150106	1	1
OR4N4	156689	855	-31	91938	27762	0	0	0	0	50	0	2449650	1	1
